Rank,Title,Type,Premiere,Genre,Watchtime,Watchtime in Million,title,imdb_rating
0,teen titans go!,TV Show,2013.0,Animation,"28,800,000",28.8,,
0,the irishman,Movie,2019.0,Drama,"28,800,000",28.8,,
0,the swimmers,Movie,2022.0,Sports,"28,800,000",28.8,,
0,virgin river,TV Show,2019.0,Drama,"28,700,000",28.7,,
0,arrow,TV Show,2012.0,Superhero,"28,600,000",28.6,,
0,cobra kai,TV Show,2018.0,Action,"28,600,000",28.6,cobra kai,88%
0,cobra kai,TV Show,2018.0,Action,"28,600,000",28.6,cobra kai,88
0,lost in space,TV Show,2018.0,Science Fiction,"28,600,000",28.6,,
0,princess power,TV Show,2023.0,Animation,"28,600,000",28.6,,
0,riverdale,TV Show,2017.0,Superhero,"28,600,000",28.6,,
0,sky rojo,TV Show,2021.0,Crime,"28,600,000",28.6,,
0,trollhunters: tales of arcadia,TV Show,2016.0,Animation,"28,500,000",28.5,,
0,cobra kai,TV Show,2018.0,Action,"28,400,000",28.4,cobra kai,88%
0,cobra kai,TV Show,2018.0,Action,"28,400,000",28.4,cobra kai,88
0,fauda,TV Show,2015.0,Action,"28,400,000",28.4,fauda,84%
0,fauda,TV Show,2015.0,Action,"28,400,000",28.4,fauda,84
0,honest thief,Movie,2020.0,Action,"28,300,000",28.3,,
0,tex mex motors,TV Show,2023.0,Reality-Show,"28,300,000",28.3,,
0,transformers: revenge of the fallen,Movie,2009.0,Science Fiction,"28,300,000",28.3,,
0,virgin river,TV Show,2019.0,Drama,"28,300,000",28.3,,
0,henry danger,TV Show,2014.0,Comedy,"28,200,000",28.2,,
0,the hunger games: catching fire,Movie,2013.0,Science Fiction,"28,200,000",28.2,,
0,the loud house,TV Show,2016.0,Animation,"28,200,000",28.2,,
0,army of thieves,Movie,2021.0,Action,"28,100,000",28.1,,
0,fifty shades darker,Movie,2017.0,Romance,"28,100,000",28.1,,
0,the deep end of the ocean,Movie,1999.0,Drama,"28,100,000",28.1,,
0,the hangover,Movie,2009.0,Comedy,"28,100,000",28.1,,
0,the old guard,Movie,2020.0,Action,"28,100,000",28.1,the old guard,82%
0,the old guard,Movie,2020.0,Action,"28,100,000",28.1,the old guard,82
0,transformers: dark of the moon,Movie,2011.0,Science Fiction,"28,100,000",28.1,,
0,workin' moms,TV Show,2017.0,Comedy,"28,100,000",28.1,,
0,gymnastics academy: a second chance,TV Show,2022.0,Drama,"28,000,000",28.0,,
0,naruto,TV Show,2002.0,Animation,"28,000,000",28.0,,
0,orange is the new black,TV Show,2013.0,Drama,"28,000,000",28.0,,
0,the angry birds movie,Movie,2016.0,Animation,"28,000,000",28.0,,
0,anne with an e,TV Show,2017.0,Drama,"27,900,000",27.9,,
0,cry babies magic tears,TV Show,2018.0,Animation,"27,900,000",27.9,,
0,harry potter and the philosopher's stone,Movie,2001.0,Fantasy,"27,900,000",27.9,harry potter and the philosopher's stone,75%
0,harry potter and the philosopher's stone,Movie,2001.0,Fantasy,"27,900,000",27.9,harry potter and the philosopher's stone,75
0,how i became a gangster,Movie,2019.0,Crime,"27,900,000",27.9,,
0,peppa pig,TV Show,2004.0,Animation,"27,900,000",27.9,,
0,sex education,TV Show,2019.0,Comedy,"27,900,000",27.9,,
0,the cook of castamar,TV Show,2021.0,Drama,"27,900,000",27.9,,
0,fauda,TV Show,2015.0,Action,"27,800,000",27.8,fauda,84%
0,fauda,TV Show,2015.0,Action,"27,800,000",27.8,fauda,84
0,locke & key,TV Show,2020.0,Superhero,"27,800,000",27.8,,
0,our universe,TV Show,2022.0,Documentary,"27,800,000",27.8,,
0,peppa pig,TV Show,2004.0,Animation,"27,800,000",27.8,,
0,run on,TV Show,2020.0,Drama,"27,800,000",27.8,,
0,sonic boom,TV Show,2014.0,Animation,"27,800,000",27.8,,
0,tale of the nine tailed,TV Show,2020.0,Horror,"27,700,000",27.7,,
0,the flash,TV Show,2014.0,Superhero,"27,700,000",27.7,,
0,class,TV Show,2023.0,Drama,"27,700,000",27.7,,
0,heartbreak high,TV Show,2022.0,Drama,"27,700,000",27.7,,
0,rebelde way,TV Show,2002.0,Comedy,"27,700,000",27.7,,
0,brooklyn nine-nine,TV Show,2013.0,Comedy,"27,600,000",27.6,brooklyn nine-nine,83%
0,brooklyn nine-nine,TV Show,2013.0,Comedy,"27,600,000",27.6,brooklyn nine-nine,83
0,hit & run,TV Show,2021.0,Thriller,"27,600,000",27.6,,
0,kung fu panda 3,Movie,2016.0,Animation,"27,600,000",27.6,,
0,mindhunter,TV Show,2017.0,Crime,"27,600,000",27.6,,
0,shadowhunters,TV Show,2016.0,Horror,"27,600,000",27.6,,
0,the chosen,TV Show,2019.0,Drama,"27,600,000",27.6,,
0,the uncanny counter,TV Show,2020.0,Fantasy,"27,600,000",27.6,,
0,oh my venus,TV Show,2015.0,Comedy,"27,500,000",27.5,,
0,riverdale,TV Show,2017.0,Superhero,"27,500,000",27.5,,
0,teen wolf,TV Show,2011.0,Fantasy,"27,500,000",27.5,,
0,vivo,Movie,2021.0,Animation,"27,500,000",27.5,,
0,el dragón: return of a warrior,TV Show,2019.0,Action,"27,400,000",27.4,el dragón: return of a warrior,70%
0,el dragón: return of a warrior,TV Show,2019.0,Action,"27,400,000",27.4,el dragón: return of a warrior,70
0,remarriage & desires,TV Show,2022.0,Drama,"27,400,000",27.4,,
0,"acero, woman of steel",TV Show,2014.0,Crime,"27,400,000",27.4,,
0,shadowhunters,TV Show,2016.0,Horror,"27,400,000",27.4,,
0,army of the dead,Movie,2021.0,Action,"27,300,000",27.3,,
0,dr. romantic,TV Show,2016.0,Drama,"27,300,000",27.3,,
0,hotel transylvania 3: summer vacation,Movie,2018.0,Animation,"27,300,000",27.3,hotel transylvania 3: summer vacation,65%
0,hotel transylvania 3: summer vacation,Movie,2018.0,Animation,"27,300,000",27.3,hotel transylvania 3: summer vacation,65
0,jurassic world: camp cretaceous,TV Show,2020.0,Animation,"27,300,000",27.3,,
0,mission: impossible - fallout,Movie,2018.0,Action,"27,300,000",27.3,mission: impossible - fallout,80%
0,mission: impossible - fallout,Movie,2018.0,Action,"27,300,000",27.3,mission: impossible - fallout,80
0,noise,Movie,2023.0,Drama,"27,300,000",27.3,,
0,shanty town,TV Show,2023.0,Crime,"27,300,000",27.3,,
0,the seven deadly sins,TV Show,2014.0,Animation,"27,300,000",27.3,the seven deadly sins,82%
0,the seven deadly sins,TV Show,2014.0,Animation,"27,300,000",27.3,the seven deadly sins,82
0,shameless,TV Show,2011.0,Comedy,"27,200,000",27.2,shameless,87
0,shameless,TV Show,2011.0,Comedy,"27,200,000",27.2,shameless,87%
0,zig and sharko,TV Show,2011.0,Animation,"27,200,000",27.2,,
0,dynasty,TV Show,2017.0,Drama,"27,100,000",27.1,dynasty,59%
0,dynasty,TV Show,2017.0,Drama,"27,100,000",27.1,dynasty,59
0,narcos,TV Show,2015.0,Drama,"27,100,000",27.1,,
0,sweet home,TV Show,2020.0,Horror,"27,100,000",27.1,,
0,teen wolf,TV Show,2011.0,Fantasy,"27,100,000",27.1,,
0,the imperfects,TV Show,2022.0,Science Fiction,"27,100,000",27.1,,
0,the longest yard,Movie,2005.0,Drama,"27,100,000",27.1,,
0,the secret life of pets,Movie,2016.0,Animation,"27,100,000",27.1,the secret life of pets,67%
0,the secret life of pets,Movie,2016.0,Animation,"27,100,000",27.1,the secret life of pets,67
0,tomorrow,TV Show,2022.0,Action,"27,100,000",27.1,,
0,tu jhoothi main makkaar,Movie,2023.0,Romance,"27,100,000",27.1,,
0,unbelievable,TV Show,2019.0,Drama,"27,100,000",27.1,,
0,dark desire,TV Show,2020.0,Drama,"27,000,000",27.0,dark desire,75%
0,dark desire,TV Show,2020.0,Drama,"27,000,000",27.0,dark desire,75
0,grey's anatomy,TV Show,2005.0,Drama,"27,000,000",27.0,grey's anatomy,76%
0,grey's anatomy,TV Show,2005.0,Drama,"27,000,000",27.0,grey's anatomy,76
0,little baby bum: nursery rhyme friends,TV Show,2017.0,Animation,"27,000,000",27.0,,
0,seven seconds,TV Show,2018.0,Crime,"27,000,000",27.0,,
0,dragged across concrete,Movie,2019.0,Crime,"26,900,000",26.9,,
0,icarly,TV Show,2007.0,Comedy,"26,800,000",26.8,,
0,junji ito maniac: japanese tales of the macabre,TV Show,2023.0,Animation,"26,800,000",26.8,,
0,just go with it,Movie,2011.0,Romance,"26,800,000",26.8,,
0,lady chatterley's lover,Movie,2022.0,Drama,"26,800,000",26.8,,
0,"acero, woman of steel",TV Show,2014.0,Crime,"26,800,000",26.8,,
0,all american,TV Show,2018.0,Drama,"26,700,000",26.7,all american,63
0,all american,TV Show,2018.0,Drama,"26,700,000",26.7,all american,63%
0,death note,TV Show,2006.0,Animation,"26,700,000",26.7,,
0,jane the virgin,TV Show,2014.0,Comedy,"26,700,000",26.7,,
0,the makanai: cooking for the maiko house,TV Show,2023.0,Drama,"26,700,000",26.7,,
0,better than us,TV Show,2018.0,Science Fiction,"26,600,000",26.6,,
0,downton abbey,TV Show,2010.0,History,"26,600,000",26.6,,
0,the cartel,TV Show,2008.0,Crime,"26,600,000",26.6,,
0,insatiable,TV Show,2018.0,Drama,"26,600,000",26.6,,
0,lou,Movie,2022.0,Crime,"26,600,000",26.6,,
0,shameless,TV Show,2011.0,Comedy,"26,600,000",26.6,shameless,87
0,shameless,TV Show,2011.0,Comedy,"26,600,000",26.6,shameless,87%
0,teletubbies,TV Show,2022.0,Animation,"26,600,000",26.6,,
0,ted,Movie,2012.0,Comedy,"26,500,000",26.5,ted,70%
0,ted,Movie,2012.0,Comedy,"26,500,000",26.5,ted,70
0,triple frontier,Movie,2019.0,Crime,"26,500,000",26.5,,
0,kung fu panda: the dragon knight,TV Show,2022.0,Animation,"26,400,000",26.4,,
0,slumberland,Movie,2022.0,Fantasy,"26,400,000",26.4,,
0,uncharted,Movie,2022.0,Adventure,"26,400,000",26.4,,
0,sex education,TV Show,2019.0,Comedy,"26,300,000",26.3,,
0,the emoji movie,Movie,2017.0,Animation,"26,300,000",26.3,the emoji movie,14%
0,the emoji movie,Movie,2017.0,Animation,"26,300,000",26.3,the emoji movie,14
0,ozark,TV Show,2017.0,Drama,"26,300,000",26.3,ozark,84%
0,ozark,TV Show,2017.0,Drama,"26,300,000",26.3,ozark,84
0,a korean odyssey,TV Show,2017.0,Fantasy,"26,200,000",26.2,,
0,army of one,Movie,2020.0,Action,"26,200,000",26.2,,
0,knives out,Movie,2019.0,Crime,"26,200,000",26.2,,
0,love is blind,TV Show,2020.0,Reality-Show,"26,200,000",26.2,love is blind,56%
0,love is blind,TV Show,2020.0,Reality-Show,"26,200,000",26.2,love is blind,56
0,the big bang theory,TV Show,2007.0,Comedy,"26,200,000",26.2,the big bang theory,84
0,the big bang theory,TV Show,2007.0,Comedy,"26,200,000",26.2,the big bang theory,84%
0,valeria,TV Show,2020.0,Drama,"26,200,000",26.2,valeria,58%
0,valeria,TV Show,2020.0,Drama,"26,200,000",26.2,valeria,58
0,anna nicole smith: you don't know me,Movie,2023.0,Documentary,"26,100,000",26.1,,
0,sin senos sí hay paraíso,TV Show,2016.0,Crime,"26,100,000",26.1,,
0,sonic boom,TV Show,2014.0,Animation,"26,100,000",26.1,,
0,downton abbey,TV Show,2010.0,History,"26,000,000",26.0,,
0,jane the virgin,TV Show,2014.0,Comedy,"26,000,000",26.0,,
0,locked up,TV Show,2015.0,Drama,"26,000,000",26.0,locked up,83%
0,locked up,TV Show,2015.0,Drama,"26,000,000",26.0,locked up,83
0,the adventures of puss in boots,TV Show,2015.0,Animation,"26,000,000",26.0,,
0,dynasty,TV Show,2017.0,Drama,"25,900,000",25.9,dynasty,59%
0,dynasty,TV Show,2017.0,Drama,"25,900,000",25.9,dynasty,59
0,grey's anatomy,TV Show,2005.0,Drama,"25,900,000",25.9,grey's anatomy,76%
0,grey's anatomy,TV Show,2005.0,Drama,"25,900,000",25.9,grey's anatomy,76
0,juvenile justice,TV Show,2022.0,Drama,"25,900,000",25.9,,
0,the patients of dr. garcía,TV Show,2023.0,Drama,"25,800,000",25.8,,
0,hustle,Movie,2022.0,Drama,"25,700,000",25.7,,
0,narco-saints,TV Show,2022.0,Crime,"25,700,000",25.7,,
0,the inmate,TV Show,2018.0,Drama,"25,700,000",25.7,,
0,whitney houston: i wanna dance with somebody,Movie,2022.0,Biography,"25,700,000",25.7,,
0,shooter,TV Show,2016.0,Action,"25,600,000",25.6,,
0,fate: the winx saga,TV Show,2021.0,Fantasy,"25,500,000",25.5,,
0,madagascar 3: europe's most wanted,Movie,2012.0,Animation,"25,500,000",25.5,,
0,my id is gangnam beauty,TV Show,2018.0,Comedy,"25,500,000",25.5,,
0,raising dion,TV Show,2019.0,Drama,"25,500,000",25.5,,
0,the loud house,TV Show,2016.0,Animation,"25,400,000",25.4,,
0,the perfect find,Movie,2023.0,Comedy,"25,400,000",25.4,,
0,black mirror,TV Show,2011.0,Science Fiction,"25,400,000",25.4,,
0,go dog go,TV Show,2021.0,Animation,"25,400,000",25.4,,
0,grey's anatomy,TV Show,2005.0,Drama,"25,400,000",25.4,grey's anatomy,76%
0,grey's anatomy,TV Show,2005.0,Drama,"25,400,000",25.4,grey's anatomy,76
0,la bella y las bestias,TV Show,2018.0,Action,"25,400,000",25.4,,
0,grey's anatomy,TV Show,2005.0,Drama,"25,300,000",25.3,grey's anatomy,76%
0,grey's anatomy,TV Show,2005.0,Drama,"25,300,000",25.3,grey's anatomy,76
0,ncis,TV Show,2003.0,Crime,"25,300,000",25.3,,
0,sky rojo,TV Show,2021.0,Crime,"25,300,000",25.3,,
0,the boss baby: back in business,TV Show,2018.0,Animation,"25,300,000",25.3,the boss baby: back in business,63%
0,the boss baby: back in business,TV Show,2018.0,Animation,"25,300,000",25.3,the boss baby: back in business,63
0,don't look up,Movie,2021.0,Comedy,"25,200,000",25.2,,
0,fatherhood,Movie,2021.0,Comedy,"25,200,000",25.2,,
0,queen of the south,TV Show,2016.0,Drama,"25,200,000",25.2,queen of the south,77%
0,queen of the south,TV Show,2016.0,Drama,"25,200,000",25.2,queen of the south,77
0,resident evil,TV Show,2022.0,Horror,"25,200,000",25.2,,
0,community,TV Show,2009.0,Comedy,"25,100,000",25.1,,
0,the stranger,TV Show,2020.0,Drama,"25,100,000",25.1,,
0,365 days,Movie,2020.0,Romance,"25,000,000",25.0,365 days,35%
0,365 days,Movie,2020.0,Romance,"25,000,000",25.0,365 days,35
0,the karate kid,Movie,2010.0,Action,"25,000,000",25.0,,
0,el dragón: return of a warrior,TV Show,2019.0,Action,"24,900,000",24.9,el dragón: return of a warrior,70%
0,el dragón: return of a warrior,TV Show,2019.0,Action,"24,900,000",24.9,el dragón: return of a warrior,70
0,blindspot,TV Show,2015.0,Crime,"24,800,000",24.8,blindspot,74%
0,blindspot,TV Show,2015.0,Crime,"24,800,000",24.8,blindspot,74
0,maya and the three,TV Show,2021.0,Animation,"24,800,000",24.8,,
0,shehzada,Movie,2023.0,Action,"24,800,000",24.8,,
0,taxi driver,TV Show,2021.0,Action,"24,800,000",24.8,,
0,that girl lay lay,TV Show,2021.0,Comedy,"24,800,000",24.8,,
0,the good place,TV Show,2016.0,Comedy,"24,800,000",24.8,,
0,total drama island,TV Show,2007.0,Animation,"24,800,000",24.8,,
0,downton abbey,TV Show,2010.0,History,"24,700,000",24.7,,
0,mako: island of secrets,TV Show,2013.0,Fantasy,"24,700,000",24.7,,
0,teen titans go!,TV Show,2013.0,Animation,"24,700,000",24.7,,
0,the umbrella academy,TV Show,2019.0,Superhero,"24,700,000",24.7,the umbrella academy,83%
0,the umbrella academy,TV Show,2019.0,Superhero,"24,700,000",24.7,the umbrella academy,83
0,young sheldon,TV Show,2017.0,Comedy,"24,700,000",24.7,,
0,cry babies magic tears,TV Show,2018.0,Animation,"24,500,000",24.5,,
0,downton abbey,TV Show,2010.0,History,"24,500,000",24.5,,
0,heat,Movie,1995.0,Crime,"24,500,000",24.5,,
0,record of youth,TV Show,2020.0,Drama,"24,500,000",24.5,,
0,teen wolf,TV Show,2011.0,Fantasy,"24,500,000",24.5,,
0,krigsseileren,TV Show,2023.0,Drama,"24,500,000",24.5,,
0,first love,TV Show,2022.0,Drama,"24,400,000",24.4,,
0,from me to you: kimi ni todoke,TV Show,2023.0,Comedy,"24,400,000",24.4,,
0,hoarders,TV Show,2009.0,Documentary,"24,400,000",24.4,,
0,kitti katz,TV Show,2023.0,Animation,"24,400,000",24.4,,
0,ben and holly's little kingdom,TV Show,2009.0,Animation,"24,300,000",24.3,,
0,feel the beat,Movie,2020.0,Comedy,"24,300,000",24.3,feel the beat,64%
0,feel the beat,Movie,2020.0,Comedy,"24,300,000",24.3,feel the beat,64
0,meteor garden,TV Show,2018.0,Drama,"24,300,000",24.3,,
0,pup academy,TV Show,2019.0,Comedy,"24,300,000",24.3,,
0,royal doctor,TV Show,2023.0,Comedy,"24,300,000",24.3,,
0,the angry birds movie 2,Movie,2019.0,Animation,"24,300,000",24.3,the angry birds movie 2,65%
0,the angry birds movie 2,Movie,2019.0,Animation,"24,300,000",24.3,the angry birds movie 2,65
0,#nofilter,TV Show,2023.0,Comedy,"24,200,000",24.2,,
0,black mirror,TV Show,2011.0,Science Fiction,"24,200,000",24.2,,
0,jewish matchmaking,TV Show,2023.0,Reality-Show,"24,200,000",24.2,,
0,nobody,Movie,2021.0,Action,"24,200,000",24.2,,
0,riverdale,TV Show,2017.0,Superhero,"24,200,000",24.2,,
0,warrior nun,TV Show,2020.0,Fantasy,"24,200,000",24.2,warrior nun,69%
0,warrior nun,TV Show,2020.0,Fantasy,"24,200,000",24.2,warrior nun,69
0,dark,TV Show,2017.0,Thriller,"24,100,000",24.1,dark,87%
0,dark,TV Show,2017.0,Thriller,"24,100,000",24.1,dark,87
0,dr. romantic,TV Show,2016.0,Drama,"24,100,000",24.1,,
0,zeytin ağacı,TV Show,2022.0,Drama,"24,000,000",24.0,,
0,chimp empire,TV Show,2023.0,Documentary,"24,000,000",24.0,,
0,downton abbey,TV Show,2010.0,History,"24,000,000",24.0,,
0,her mother's killer,TV Show,2020.0,Drama,"24,000,000",24.0,her mother's killer,
0,her mother's killer,TV Show,2020.0,Drama,"24,000,000",24.0,her mother's killer,0
0,instant dream home,TV Show,2022.0,Reality-Show,"24,000,000",24.0,,
0,make me believe,Movie,2023.0,Comedy,"24,000,000",24.0,,
0,the kissing booth,Movie,2018.0,Comedy,"24,000,000",24.0,,
0,the mole,TV Show,2022.0,Reality-Show,"24,000,000",24.0,,
0,the seven deadly sins,TV Show,2014.0,Animation,"24,000,000",24.0,the seven deadly sins,82%
0,the seven deadly sins,TV Show,2014.0,Animation,"24,000,000",24.0,the seven deadly sins,82
0,we're the millers,Movie,2013.0,Comedy,"24,000,000",24.0,,
0,gabby's dollhouse,TV Show,2021.0,Animation,"23,900,000",23.9,,
0,rango,Movie,2011.0,Animation,"23,900,000",23.9,,
0,sniper: ultimate kill,Movie,2017.0,Action,"23,900,000",23.9,sniper: ultimate kill,56%
0,sniper: ultimate kill,Movie,2017.0,Action,"23,900,000",23.9,sniper: ultimate kill,56
0,the good doctor,TV Show,2017.0,Drama,"23,900,000",23.9,,
0,the spongebob squarepants movie,Movie,2004.0,Animation,"23,900,000",23.9,,
0,all american,TV Show,2018.0,Drama,"23,800,000",23.8,all american,63
0,all american,TV Show,2018.0,Drama,"23,800,000",23.8,all american,63%
0,how to get away with murder,TV Show,2014.0,Crime,"23,800,000",23.8,,
0,soy georgina,TV Show,2022.0,Reality-Show,"23,800,000",23.8,,
0,anatomy of a scandal,TV Show,2022.0,Drama,"23,700,000",23.7,,
0,grown ups 2,Movie,2013.0,Comedy,"23,700,000",23.7,,
0,ozark,TV Show,2017.0,Drama,"23,700,000",23.7,ozark,84%
0,ozark,TV Show,2017.0,Drama,"23,700,000",23.7,ozark,84
0,simon,TV Show,2016.0,Animation,"23,600,000",23.6,,
0,the 100,TV Show,2014.0,Science Fiction,"23,600,000",23.6,the 100,78%
0,the 100,TV Show,2014.0,Science Fiction,"23,600,000",23.6,the 100,78
0,hard feelings,Movie,2023.0,Comedy,"23,600,000",23.6,,
0,harry potter and the chamber of secrets,Movie,2002.0,Fantasy,"23,600,000",23.6,harry potter and the chamber of secrets,74
0,harry potter and the chamber of secrets,Movie,2002.0,Fantasy,"23,600,000",23.6,harry potter and the chamber of secrets,74%
0,bluelock,TV Show,2022.0,Animation,"23,500,000",23.5,,
0,good girls,TV Show,2018.0,Comedy,"23,500,000",23.5,good girls,78%
0,good girls,TV Show,2018.0,Comedy,"23,500,000",23.5,good girls,78
0,sexify,TV Show,2021.0,Comedy,"23,500,000",23.5,,
0,arrow,TV Show,2012.0,Superhero,"23,400,000",23.4,,
0,black mirror,TV Show,2011.0,Science Fiction,"23,400,000",23.4,,
0,dragons: race to the edge,TV Show,2015.0,Family,"23,400,000",23.4,,
0,la piloto,TV Show,2017.0,Drama,"23,400,000",23.4,la piloto,62%
0,la piloto,TV Show,2017.0,Drama,"23,400,000",23.4,la piloto,62
0,ncis,TV Show,2003.0,Crime,"23,400,000",23.4,,
0,the 100,TV Show,2014.0,Science Fiction,"23,400,000",23.4,the 100,78%
0,the 100,TV Show,2014.0,Science Fiction,"23,400,000",23.4,the 100,78
0,alvinnn!!! and the chipmunks,TV Show,2015.0,Animation,"23,300,000",23.3,,
0,attack on titan,TV Show,2013.0,Animation,"23,300,000",23.3,,
0,black crab,Movie,2022.0,Science Fiction,"23,300,000",23.3,,
0,kung fu panda: the dragon knight,TV Show,2022.0,Animation,"23,300,000",23.3,,
0,orange is the new black,TV Show,2013.0,Drama,"23,300,000",23.3,,
0,the harder they fall,Movie,2021.0,Western,"23,300,000",23.3,,
0,top boy,TV Show,2019.0,Crime,"23,300,000",23.3,,
0,a love so beautiful,TV Show,2020.0,Comedy,"23,200,000",23.2,,
0,money heist: korea - joint economic area,TV Show,2022.0,Action,"23,200,000",23.2,,
0,senior year,Movie,2022.0,Comedy,"23,200,000",23.2,,
0,snake eyes: g.i. joe origins,Movie,2021.0,Action,"23,200,000",23.2,,
0,to all the boys i've loved before,Movie,2018.0,Romance,"23,200,000",23.2,,
0,fifty shades of grey,Movie,2015.0,Romance,"23,100,000",23.1,,
0,freeridge,TV Show,2023.0,Comedy,"23,100,000",23.1,,
0,inside man,Movie,2006.0,Crime,"23,100,000",23.1,,
0,monique olivier: accessory to evil,TV Show,2023.0,Documentary,"23,100,000",23.1,,
0,ncis,TV Show,2003.0,Crime,"23,100,000",23.1,,
0,orange is the new black,TV Show,2013.0,Drama,"23,100,000",23.1,,
0,sweet girl,Movie,2021.0,Action,"23,100,000",23.1,,
0,teen wolf,TV Show,2011.0,Fantasy,"23,100,000",23.1,,
0,the flash,TV Show,2014.0,Superhero,"23,100,000",23.1,,
0,chilling adventures of sabrina,TV Show,2018.0,Fantasy,"23,000,000",23.0,,
0,inheritance,Movie,2020.0,Thriller,"23,000,000",23.0,,
0,las munecas de la mafia,TV Show,2010.0,Drama,"23,000,000",23.0,,
0,messiah,TV Show,2020.0,Drama,"23,000,000",23.0,,
0,orange is the new black,TV Show,2013.0,Drama,"23,000,000",23.0,,
0,the adventures of sharkboy and lavagirl,Movie,2005.0,Adventure,"23,000,000",23.0,,
0,floor is lava,TV Show,2020.0,Reality-Show,"22,900,000",22.9,floor is lava,51%
0,floor is lava,TV Show,2020.0,Reality-Show,"22,900,000",22.9,floor is lava,51
0,greatest events of world war ii in hd colour,TV Show,2019.0,Documentary,"22,900,000",22.9,,
0,i am solo,TV Show,2021.0,Reality-Show,"22,900,000",22.9,,
0,ncis,TV Show,2003.0,Crime,"22,900,000",22.9,,
0,new girl,TV Show,2011.0,Comedy,"22,900,000",22.9,,
0,shrek the third,Movie,2007.0,Animation,"22,900,000",22.9,,
0,i am a killer,TV Show,2018.0,Documentary,"22,800,000",22.8,,
0,suits,TV Show,2011.0,Drama,"22,800,000",22.8,,
0,alvinnn!!! and the chipmunks,TV Show,2015.0,Animation,"22,700,000",22.7,,
0,bloodline,TV Show,2015.0,Drama,"22,700,000",22.7,,
0,go dog go,TV Show,2021.0,Animation,"22,700,000",22.7,,
0,kings of jo'burg,TV Show,2020.0,Crime,"22,700,000",22.7,,
0,madagascar,Movie,2005.0,Animation,"22,700,000",22.7,,
0,partner track,TV Show,2022.0,Drama,"22,700,000",22.7,,
0,the creature cases,TV Show,2022.0,Animation,"22,700,000",22.7,,
0,oshi no ko,TV Show,2023.0,Animation,"22,700,000",22.7,,
0,behind her eyes,TV Show,2021.0,Crime,"22,600,000",22.6,,
0,enough,Movie,2002.0,Action,"22,600,000",22.6,,
0,sex education,TV Show,2019.0,Comedy,"22,600,000",22.6,,
0,the 100,TV Show,2014.0,Science Fiction,"22,600,000",22.6,the 100,78%
0,the 100,TV Show,2014.0,Science Fiction,"22,600,000",22.6,the 100,78
0,one piece,TV Show,1999.0,Animation,"22,500,000",22.5,,
0,smurfs: the lost village,Movie,2017.0,Animation,"22,500,000",22.5,,
0,money shot: the pornhub story,Movie,2023.0,Documentary,"22,400,000",22.4,,
0,ncis,TV Show,2003.0,Crime,"22,400,000",22.4,,
0,the octonauts,TV Show,2010.0,Animation,"22,400,000",22.4,,
0,pokémon master journeys - the series,TV Show,2021.0,Animation,"22,400,000",22.4,,
0,sweet magnolias,TV Show,2020.0,Drama,"22,400,000",22.4,sweet magnolias,69
0,sweet magnolias,TV Show,2020.0,Drama,"22,400,000",22.4,sweet magnolias,69%
0,king kong,Movie,2005.0,Science Fiction,"22,300,000",22.3,,
0,pinkfong & baby shark's space adventure,Movie,2019.0,Animation,"22,300,000",22.3,,
0,grey's anatomy,TV Show,2005.0,Drama,"22,300,000",22.3,grey's anatomy,76%
0,grey's anatomy,TV Show,2005.0,Drama,"22,300,000",22.3,grey's anatomy,76
0,cursed,TV Show,2020.0,Fantasy,"22,200,000",22.2,cursed,51%
0,cursed,TV Show,2020.0,Fantasy,"22,200,000",22.2,cursed,51
0,henry danger,TV Show,2014.0,Comedy,"22,200,000",22.2,,
0,tears of the sun,Movie,2003.0,Action,"22,200,000",22.2,,
0,the spongebob movie: sponge out of water,Movie,2015.0,Animation,"22,200,000",22.2,,
0,cunk on earth,TV Show,2018.0,Comedy,"22,100,000",22.1,,
0,dead to me,TV Show,2019.0,Drama,"22,100,000",22.1,dead to me,80%
0,dead to me,TV Show,2019.0,Drama,"22,100,000",22.1,dead to me,80
0,maria clara and ibarra,TV Show,2022.0,Comedy,"22,100,000",22.1,,
0,over the moon,Movie,2020.0,Animation,"22,000,000",22.0,,
0,the haunting of hill house,TV Show,2018.0,Horror,"22,000,000",22.0,,
0,the k2,TV Show,2016.0,Drama,"22,000,000",22.0,,
0,the seven deadly sins,TV Show,2014.0,Animation,"22,000,000",22.0,the seven deadly sins,82%
0,the seven deadly sins,TV Show,2014.0,Animation,"22,000,000",22.0,the seven deadly sins,82
0,jurassic world: camp cretaceous,TV Show,2020.0,Animation,"21,900,000",21.9,,
0,squared love all over again,Movie,2023.0,Comedy,"21,900,000",21.9,,
0,take care of maya,Movie,2023.0,Documentary,"21,900,000",21.9,,
0,the ultimatum: france,TV Show,2022.0,Reality-Show,"21,900,000",21.9,,
0,twilight,Movie,2008.0,Fantasy,"21,900,000",21.9,,
0,blue's clues & you!,TV Show,2019.0,Comedy,"21,800,000",21.8,,
0,chip and potato,TV Show,2018.0,Animation,"21,800,000",21.8,,
0,fuller house,TV Show,2016.0,Comedy,"21,800,000",21.8,,
0,tour de france: unchained,TV Show,2023.0,Documentary,"21,800,000",21.8,,
0,vagabond,TV Show,2019.0,Action,"21,800,000",21.8,,
0,world war z,Movie,2013.0,Horror,"21,800,000",21.8,,
0,10 days of a good man,Movie,2023.0,Crime,"21,700,000",21.7,,
